Barcode 1,Barcode 2,Distância Bottleneck
26b,52a,28.000000
26b,52b,37.000000
26b,53a,36.000000
26b,53b,27.000000
26b,54a,40.000000
26b,54b,36.000000
26b,55a,39.000000
26b,55b,34.000000
26b,56a,35.000000
26b,56b,28.000000
26b,57a,25.000000
26b,57b,28.000000
26b,58a,34.000000
26b,58b,39.000000
26b,59a,42.000000
26b,59b,42.000000
26b,5a,34.000000
26b,5b,29.000000
26b,60a,26.000000
26b,60b,24.500000
26b,61a,38.000000
26b,61b,33.000000
26b,62a,37.000000
26b,62b,30.000000
26b,63a,28.000000
26b,63b,36.000000
26b,64a,42.000000
26b,64b,37.000000
26b,65a,38.000000
26b,65b,67.000000
26b,66a,33.000000
26b,66b,38.000000
26b,67a,45.000000
26b,67b,38.000000
26b,68a,45.000000
26b,68b,37.000000
26b,69a,37.000000
26b,69b,32.000000
26b,6a,33.000000
26b,6b,30.000000
26b,70a,38.000000
26b,70b,27.000000
26b,71a,39.000000
26b,71b,28.000000
26b,72a,38.000000
26b,72b,26.000000
26b,73a,33.000000
26b,73b,38.000000
26b,74a,31.000000
26b,74b,38.000000
26b,75a,34.000000
26b,75b,26.000000
26b,76a,35.000000
26b,76b,37.000000
26b,77a,28.000000
26b,77b,68.000000
26b,78a,31.000000
26b,78b,34.000000
26b,79a,34.000000
26b,79b,24.000000
26b,7a,32.000000
26b,7b,48.000000
26b,80a,34.000000
26b,80b,32.000000
26b,81a,31.000000
26b,81b,38.000000
26b,82a,37.000000
26b,82b,35.000000
26b,83a,38.000000
26b,83b,49.000000
26b,84a,35.000000
26b,84b,38.000000
26b,85a,26.000000
26b,85b,38.000000
26b,86a,37.000000
26b,86b,42.000000
26b,87a,31.000000
26b,87b,25.000000
26b,88a,38.000000
26b,88b,38.000000
26b,89a,42.000000
26b,89b,28.000000
26b,8a,36.000000
26b,8b,26.000000
26b,90a,33.000000
26b,90b,33.000000
26b,91a,46.000000
26b,91b,36.000000
26b,92a,38.000000
26b,92b,41.000000
26b,93a,48.000000
26b,93b,36.000000
26b,94a,38.000000
26b,94b,38.000000
26b,95a,28.000000
26b,95b,41.000000
26b,96a,35.000000
26b,96b,44.000000
26b,97a,32.000000
26b,97b,44.000000
26b,98a,40.000000
26b,98b,49.000000
26b,99a,30.000000
26b,99b,35.000000
26b,9a,38.000000
26b,9b,38.000000
27a,27b,27.000000
27a,28a,22.000000
27a,28b,28.000000
27a,29a,25.000000
27a,29b,25.000000
27a,2a,22.000000
27a,2b,24.000000
27a,30a,40.000000
27a,30b,49.000000
27a,31a,23.500000
27a,31b,29.000000
27a,32a,23.500000
27a,32b,20.000000
27a,33a,23.500000
27a,33b,26.000000
27a,34a,35.000000
27a,34b,25.000000
27a,35a,20.000000
27a,35b,46.000000
27a,36a,26.000000
27a,36b,40.000000
27a,37a,32.000000
27a,37b,36.000000
27a,38a,22.000000
27a,38b,26.000000
27a,39a,32.000000
27a,39b,22.000000
27a,3a,43.000000
27a,3b,31.000000
27a,40a,28.000000
27a,40b,28.000000
27a,41a,20.000000
27a,41b,60.000000
27a,42a,18.000000
27a,42b,22.000000
27a,43a,37.000000
27a,43b,23.000000
27a,44a,20.000000
27a,44b,29.000000
27a,45a,20.000000
27a,45b,32.000000
27a,46a,31.000000
27a,46b,33.000000
27a,47a,20.000000
27a,47b,46.000000
27a,48a,21.000000
27a,48b,41.000000
27a,49a,26.000000
27a,49b,22.000000
27a,4a,29.000000
27a,4b,36.000000
27a,50a,48.000000
27a,50b,41.000000
27a,51a,29.000000
27a,51b,22.000000
27a,52a,31.000000
27a,52b,19.000000
27a,53a,39.000000
27a,53b,39.000000
27a,54a,30.000000
27a,54b,21.000000
27a,55a,40.000000
27a,55b,45.000000
27a,56a,37.000000
27a,56b,40.000000
27a,57a,32.000000
27a,57b,31.000000
27a,58a,41.000000
27a,58b,21.000000
27a,59a,40.000000
27a,59b,51.000000
27a,5a,36.000000
27a,5b,28.000000
27a,60a,30.000000
27a,60b,31.000000
27a,61a,36.000000
27a,61b,40.000000
27a,62a,34.000000
27a,62b,29.000000
27a,63a,48.000000
27a,63b,43.000000
27a,64a,24.000000
27a,64b,55.000000
27a,65a,36.000000
27a,65b,85.000000
27a,66a,42.000000
27a,66b,24.000000
27a,67a,23.000000
27a,67b,27.000000
27a,68a,21.000000
27a,68b,28.000000
27a,69a,23.000000
27a,69b,26.000000
27a,6a,30.000000
27a,6b,27.000000
27a,70a,34.000000
27a,70b,33.000000
27a,71a,29.000000
27a,71b,35.000000
27a,72a,49.000000
27a,72b,22.000000
27a,73a,45.000000
27a,73b,23.000000
27a,74a,17.000000
27a,74b,38.000000
27a,75a,40.000000
27a,75b,27.000000
27a,76a,17.000000
27a,76b,27.000000
27a,77a,35.000000
27a,77b,59.000000
27a,78a,32.000000
27a,78b,36.000000
27a,79a,22.000000
27a,79b,14.000000
27a,7a,35.000000
27a,7b,47.000000
27a,80a,37.000000
27a,80b,23.000000
27a,81a,29.000000
27a,81b,24.000000
27a,82a,21.000000
27a,82b,29.000000
27a,83a,24.000000
27a,83b,23.000000
27a,84a,28.000000
27a,84b,31.000000
27a,85a,23.000000
27a,85b,24.000000
27a,86a,21.000000
27a,86b,21.000000
27a,87a,40.000000
27a,87b,27.000000
27a,88a,39.000000
27a,88b,46.000000
27a,89a,24.000000
27a,89b,28.000000
27a,8a,20.000000
27a,8b,28.000000
27a,90a,38.000000
27a,90b,30.000000
27a,91a,29.000000
27a,91b,26.000000
27a,92a,29.000000
27a,92b,21.000000
27a,93a,24.000000
27a,93b,36.000000
27a,94a,21.000000
27a,94b,45.000000
27a,95a,40.000000
27a,95b,45.000000
27a,96a,56.000000
27a,96b,21.000000
27a,97a,28.000000
27a,97b,23.000000
27a,98a,44.000000
27a,98b,23.500000
27a,99a,38.000000
27a,99b,28.000000
27a,9a,30.000000
27a,9b,21.000000
27b,28a,25.000000
27b,28b,34.000000
27b,29a,26.000000
27b,29b,26.000000
27b,2a,25.000000
27b,2b,27.000000
27b,30a,25.000000
27b,30b,27.000000
27b,31a,30.000000
27b,31b,29.000000
27b,32a,25.000000
27b,32b,26.000000
27b,33a,34.000000
27b,33b,24.000000
27b,34a,31.000000
27b,34b,31.000000
27b,35a,31.000000
27b,35b,34.000000
27b,36a,24.000000
27b,36b,31.000000
27b,37a,32.000000
27b,37b,22.000000
27b,38a,32.000000
27b,38b,34.000000
27b,39a,33.000000
27b,39b,30.000000
27b,3a,30.000000
27b,3b,27.000000
27b,40a,30.000000
27b,40b,29.000000
27b,41a,25.000000
27b,41b,48.000000
27b,42a,27.000000
27b,42b,33.000000
27b,43a,33.000000
27b,43b,32.000000
27b,44a,31.000000
27b,44b,22.000000
27b,45a,23.000000
27b,45b,33.000000
27b,46a,33.000000
27b,46b,23.000000
27b,47a,34.000000
27b,47b,30.000000
27b,48a,27.000000
27b,48b,34.000000
27b,49a,25.000000
27b,49b,32.000000
27b,4a,28.000000
27b,4b,35.000000
27b,50a,33.000000
27b,50b,22.000000
27b,51a,33.000000
27b,51b,32.000000
27b,52a,32.000000
27b,52b,25.000000
27b,53a,30.000000
27b,53b,27.000000
27b,54a,31.000000
27b,54b,32.000000
27b,55a,39.000000
27b,55b,44.000000
27b,56a,38.000000
27b,56b,35.000000
27b,57a,31.000000
27b,57b,31.000000
27b,58a,33.000000
27b,58b,28.000000
27b,59a,40.000000
27b,59b,42.000000
27b,5a,26.000000
27b,5b,22.000000
27b,60a,34.000000
27b,60b,33.000000
27b,61a,25.000000
27b,61b,45.000000
27b,62a,36.000000
27b,62b,34.000000
27b,63a,34.000000
27b,63b,42.000000
27b,64a,27.000000
27b,64b,34.000000
27b,65a,41.000000
27b,65b,66.000000
27b,66a,25.000000
27b,66b,34.000000
27b,67a,33.000000
27b,67b,32.000000
27b,68a,26.000000
27b,68b,34.000000
27b,69a,31.000000
27b,69b,29.000000
27b,6a,32.000000
27b,6b,31.000000
27b,70a,29.000000
27b,70b,29.000000
27b,71a,30.000000
27b,71b,30.000000
27b,72a,48.000000
27b,72b,30.000000
27b,73a,28.000000
27b,73b,23.000000
27b,74a,21.000000
27b,74b,30.000000
27b,75a,42.000000
27b,75b,27.000000
27b,76a,33.000000
27b,76b,30.000000
27b,77a,31.000000
27b,77b,54.000000
27b,78a,32.000000
27b,78b,31.000000
27b,79a,34.000000
27b,79b,31.000000
27b,7a,37.000000
27b,7b,46.000000
27b,80a,28.000000
27b,80b,25.000000
27b,81a,28.000000
27b,81b,24.000000
27b,82a,28.000000
27b,82b,27.000000
27b,83a,33.000000
27b,83b,30.000000
27b,84a,30.000000
27b,84b,27.000000
27b,85a,31.000000
27b,85b,34.000000
27b,86a,29.000000
27b,86b,34.000000
27b,87a,35.000000
27b,87b,24.000000
27b,88a,31.000000
27b,88b,28.000000
27b,89a,25.000000
27b,89b,18.000000
27b,8a,27.000000
27b,8b,23.000000
27b,90a,27.000000
27b,90b,23.000000
27b,91a,33.000000
27b,91b,31.000000
27b,92a,26.000000
27b,92b,34.000000
27b,93a,27.000000
27b,93b,28.000000
27b,94a,34.000000
27b,94b,34.000000
27b,95a,34.000000
27b,95b,48.000000
27b,96a,55.000000
27b,96b,22.000000
27b,97a,30.000000
27b,97b,23.000000
27b,98a,44.500000
27b,98b,23.000000
27b,99a,29.000000
27b,99b,31.000000
27b,9a,32.000000
27b,9b,31.000000
28a,28b,26.000000
28a,29a,26.000000
28a,29b,31.000000
28a,2a,19.000000
28a,2b,19.000000
28a,30a,29.000000
28a,30b,38.000000
28a,31a,21.000000
28a,31b,24.000000
28a,32a,19.000000
28a,32b,18.000000
28a,33a,28.000000
28a,33b,34.000000
28a,34a,24.000000
28a,34b,22.000000
28a,35a,30.000000
28a,35b,38.000000
28a,36a,34.000000
28a,36b,47.000000
28a,37a,30.000000
28a,37b,32.000000
28a,38a,27.000000
28a,38b,30.000000
28a,39a,26.000000
28a,39b,35.000000
28a,3a,36.000000
28a,3b,33.000000
28a,40a,28.000000
28a,40b,26.000000
28a,41a,26.000000
28a,41b,58.000000
28a,42a,25.000000
28a,42b,20.000000
28a,43a,26.000000
28a,43b,23.000000
28a,44a,17.000000
28a,44b,19.000000
28a,45a,24.000000
28a,45b,27.000000
28a,46a,17.000000
28a,46b,22.000000
28a,47a,30.000000
28a,47b,48.000000
28a,48a,27.000000
28a,48b,35.000000
28a,49a,32.000000
28a,49b,25.000000
28a,4a,20.000000
28a,4b,28.000000
28a,50a,37.000000
28a,50b,30.000000
28a,51a,18.000000
28a,51b,22.000000
28a,52a,27.000000
28a,52b,24.000000
28a,53a,28.000000
28a,53b,36.000000
28a,54a,24.000000
28a,54b,43.000000
28a,55a,26.000000
28a,55b,27.000000
28a,56a,38.000000
28a,56b,43.000000
28a,57a,16.000000
28a,57b,44.000000
28a,58a,30.000000
28a,58b,18.000000
28a,59a,39.000000
28a,59b,49.000000
28a,5a,34.000000
28a,5b,30.000000
28a,60a,22.000000
28a,60b,37.000000
28a,61a,33.000000
28a,61b,39.000000
28a,62a,18.000000
28a,62b,25.000000
28a,63a,40.000000
28a,63b,34.000000
28a,64a,21.000000
28a,64b,50.000000
28a,65a,31.000000
28a,65b,89.000000
28a,66a,31.000000
28a,66b,20.000000
28a,67a,23.000000
28a,67b,30.000000
28a,68a,36.000000
28a,68b,29.000000
28a,69a,19.000000
28a,69b,19.000000
28a,6a,30.000000
28a,6b,29.000000
28a,70a,30.000000
28a,70b,27.000000
28a,71a,30.000000
28a,71b,26.000000
28a,72a,27.000000
28a,72b,26.000000
28a,73a,34.000000
28a,73b,17.000000
28a,74a,18.000000
28a,74b,27.000000
28a,75a,40.000000
28a,75b,29.000000
28a,76a,35.000000
28a,76b,33.000000
28a,77a,27.000000
28a,77b,56.000000
28a,78a,22.000000
28a,78b,25.000000
28a,79a,19.000000
28a,79b,27.000000
28a,7a,35.000000
28a,7b,45.000000
28a,80a,26.000000
28a,80b,21.000000
28a,81a,25.000000
28a,81b,18.000000
28a,82a,21.000000
28a,82b,18.000000
28a,83a,21.000000
28a,83b,40.000000
28a,84a,27.000000
28a,84b,24.000000
28a,85a,30.000000
28a,85b,21.000000
28a,86a,22.000000
28a,86b,21.000000
28a,87a,36.000000
28a,87b,33.000000
28a,88a,28.000000
28a,88b,38.000000
28a,89a,21.000000
28a,89b,26.000000
28a,8a,21.000000
28a,8b,35.000000
28a,90a,36.000000
28a,90b,34.000000
28a,91a,24.000000
28a,91b,22.000000
28a,92a,18.000000
28a,92b,25.000000
28a,93a,26.000000
28a,93b,26.000000
28a,94a,22.000000
28a,94b,34.000000
28a,95a,29.000000
28a,95b,45.000000
28a,96a,34.000000
28a,96b,27.000000
28a,97a,17.000000
28a,97b,33.000000
28a,98a,42.000000
28a,98b,40.000000
28a,99a,27.000000
28a,99b,28.000000
28a,9a,24.000000
28a,9b,20.000000
28b,29a,34.000000
28b,29b,24.000000
28b,2a,32.000000
28b,2b,29.000000
28b,30a,33.000000
28b,30b,38.000000
28b,31a,29.000000
28b,31b,24.000000
28b,32a,30.000000
28b,32b,24.000000
28b,33a,28.000000
28b,33b,21.000000
28b,34a,32.000000
28b,34b,30.000000
28b,35a,28.000000
28b,35b,27.000000
28b,36a,30.000000
28b,36b,44.000000
28b,37a,33.000000
28b,37b,30.000000
28b,38a,32.000000
28b,38b,21.000000
28b,39a,31.000000
28b,39b,22.000000
28b,3a,31.000000
28b,3b,26.000000
28b,40a,25.000000
28b,40b,25.000000
28b,41a,28.000000
28b,41b,59.000000
28b,42a,29.000000
28b,42b,20.000000
28b,43a,28.000000
28b,43b,28.000000
28b,44a,26.000000
28b,44b,29.500000
28b,45a,27.000000
28b,45b,33.000000
28b,46a,32.000000
28b,46b,33.000000
28b,47a,26.000000
28b,47b,37.000000
28b,48a,29.000000
28b,48b,33.000000
28b,49a,27.000000
28b,49b,20.000000
28b,4a,22.000000
28b,4b,33.000000
28b,50a,34.000000
28b,50b,32.000000
28b,51a,25.000000
28b,51b,15.500000
28b,52a,18.000000
28b,52b,28.000000
28b,53a,27.000000
28b,53b,24.000000
28b,54a,31.000000
28b,54b,29.000000
28b,55a,36.000000
28b,55b,41.000000
28b,56a,37.000000
28b,56b,45.000000
28b,57a,28.000000
28b,57b,41.000000
28b,58a,27.000000
28b,58b,31.000000
28b,59a,25.000000
28b,59b,51.000000
28b,5a,35.000000
28b,5b,28.000000
28b,60a,25.000000
28b,60b,32.000000
28b,61a,33.000000
28b,61b,55.000000
28b,62a,30.000000
28b,62b,27.000000
28b,63a,36.000000
28b,63b,39.000000
28b,64a,28.000000
28b,64b,47.000000
28b,65a,38.000000
28b,65b,89.000000
28b,66a,26.000000
28b,66b,19.500000
28b,67a,34.000000
28b,67b,31.000000
28b,68a,31.000000
28b,68b,31.000000
28b,69a,19.000000
28b,69b,22.000000
28b,6a,30.000000
28b,6b,33.000000
28b,70a,30.000000
28b,70b,36.000000
28b,71a,30.000000
28b,71b,33.000000
28b,72a,45.000000
28b,72b,29.000000
28b,73a,31.000000
28b,73b,20.000000
28b,74a,29.000000
28b,74b,33.000000
28b,75a,35.000000
28b,75b,27.000000
28b,76a,28.000000
28b,76b,23.000000
28b,77a,23.000000
28b,77b,76.000000
28b,78a,28.000000
28b,78b,25.000000
28b,79a,26.000000
28b,79b,26.000000
28b,7a,33.000000
28b,7b,32.000000
28b,80a,29.000000
28b,80b,19.000000
28b,81a,20.000000
28b,81b,16.000000
28b,82a,32.000000
28b,82b,32.000000
28b,83a,27.000000
28b,83b,25.000000
28b,84a,27.000000
28b,84b,23.000000
28b,85a,23.000000
28b,85b,20.000000
28b,86a,31.000000
28b,86b,30.000000
28b,87a,38.000000
28b,87b,27.000000
28b,88a,33.000000
28b,88b,40.000000
28b,89a,28.000000
28b,89b,27.000000
28b,8a,26.000000
28b,8b,32.000000
28b,90a,32.000000
28b,90b,34.000000
28b,91a,32.000000
28b,91b,29.000000
28b,92a,32.000000
28b,92b,22.000000
28b,93a,30.000000
28b,93b,24.000000
28b,94a,33.000000
28b,94b,33.000000
28b,95a,26.000000
28b,95b,40.000000
28b,96a,52.000000
28b,96b,23.000000
28b,97a,27.000000
28b,97b,26.000000
28b,98a,42.500000
28b,98b,25.000000
28b,99a,26.000000
28b,99b,29.000000
28b,9a,26.000000
28b,9b,22.000000
29a,29b,35.000000
29a,2a,34.000000
29a,2b,33.000000
29a,30a,39.000000
29a,30b,48.000000
29a,31a,37.000000
29a,31b,34.000000
29a,32a,37.500000
29a,32b,37.000000
29a,33a,27.000000
29a,33b,26.000000
29a,34a,40.000000
29a,34b,35.000000
29a,35a,28.000000
29a,35b,44.000000
29a,36a,31.000000
29a,36b,31.000000
29a,37a,27.000000
29a,37b,41.000000
29a,38a,33.000000
29a,38b,35.000000
29a,39a,37.000000
29a,39b,25.000000
29a,3a,42.000000
29a,3b,34.000000
29a,40a,30.000000
29a,40b,22.000000
29a,41a,30.000000
29a,41b,54.000000
29a,42a,24.000000
29a,42b,31.000000
29a,43a,39.000000
29a,43b,37.500000
29a,44a,28.000000
29a,44b,34.000000
29a,45a,33.000000
29a,45b,35.000000
29a,46a,26.000000
29a,46b,38.000000
29a,47a,25.000000
29a,47b,43.000000
29a,48a,37.000000
29a,48b,44.000000
29a,49a,37.000000
29a,49b,36.000000
29a,4a,35.000000
29a,4b,41.000000
29a,50a,47.000000
29a,50b,41.000000
29a,51a,27.000000
29a,51b,35.000000
29a,52a,30.000000
29a,52b,25.000000
29a,53a,38.000000
29a,53b,38.000000
29a,54a,35.000000
29a,54b,37.000000
29a,55a,35.000000
29a,55b,40.000000
29a,56a,30.000000
29a,56b,39.000000
29a,57a,37.000000
29a,57b,37.500000
29a,58a,40.000000
29a,58b,32.000000
29a,59a,25.000000
29a,59b,43.000000
29a,5a,29.000000
29a,5b,28.000000
29a,60a,34.000000
29a,60b,37.500000
29a,61a,38.000000
29a,61b,43.000000
29a,62a,37.000000
29a,62b,32.000000
29a,63a,47.000000
29a,63b,38.000000
29a,64a,34.000000
29a,64b,54.000000
29a,65a,36.000000
29a,65b,73.000000
29a,66a,41.000000
29a,66b,37.500000
29a,67a,37.000000
29a,67b,33.000000
29a,68a,31.000000
29a,68b,34.000000
29a,69a,37.500000
29a,69b,37.000000
29a,6a,36.000000
29a,6b,27.000000
29a,70a,33.000000
29a,70b,36.000000
29a,71a,23.000000
29a,71b,38.000000
29a,72a,44.000000
29a,72b,36.000000
29a,73a,44.000000
29a,73b,28.000000
29a,74a,29.000000
29a,74b,43.000000
29a,75a,33.000000
29a,75b,30.000000
29a,76a,33.000000
29a,76b,32.000000
29a,77a,34.000000
29a,77b,51.000000
29a,78a,36.000000
29a,78b,35.000000
29a,79a,37.000000
29a,79b,34.000000
29a,7a,30.000000
29a,7b,33.000000
29a,80a,37.000000
29a,80b,28.000000
29a,81a,23.000000
29a,81b,36.000000
29a,82a,32.000000
29a,82b,34.000000
29a,83a,34.000000
29a,83b,34.000000
29a,84a,32.000000
29a,84b,37.000000
29a,85a,29.000000
29a,85b,26.000000
29a,86a,37.000000
29a,86b,35.000000
29a,87a,43.000000
29a,87b,37.500000
29a,88a,44.000000
29a,88b,45.000000
29a,89a,30.000000
29a,89b,25.000000
29a,8a,35.000000
29a,8b,35.000000
29a,90a,33.000000
29a,90b,35.000000
29a,91a,35.000000
29a,91b,37.000000
29a,92a,34.000000
29a,92b,37.500000
29a,93a,28.000000
29a,93b,36.000000
29a,94a,31.000000
29a,94b,44.000000
29a,95a,39.000000
29a,95b,38.000000
29a,96a,51.000000
29a,96b,37.500000
29a,97a,36.000000
29a,97b,28.000000
29a,98a,37.000000
29a,98b,37.500000
29a,99a,37.000000
29a,99b,36.000000
29a,9a,37.500000
29a,9b,34.000000
29b,2a,26.000000
29b,2b,25.000000
29b,30a,30.000000
29b,30b,33.000000
29b,31a,32.000000
29b,31b,23.000000
29b,32a,31.000000
29b,32b,25.000000
29b,33a,30.000000
29b,33b,22.000000
29b,34a,29.000000
29b,34b,22.000000
29b,35a,21.000000
29b,35b,27.000000
29b,36a,19.000000
29b,36b,39.000000
29b,37a,39.000000
29b,37b,29.000000
29b,38a,29.000000
29b,38b,17.000000
29b,39a,40.000000
29b,39b,25.000000
29b,3a,37.000000
29b,3b,34.000000
29b,40a,23.000000
29b,40b,30.000000
29b,41a,24.000000
29b,41b,53.000000
29b,42a,23.000000
29b,42b,25.000000
29b,43a,32.000000
29b,43b,23.000000
29b,44a,28.000000
29b,44b,32.000000
29b,45a,26.000000
29b,45b,32.000000
29b,46a,40.000000
29b,46b,29.000000
29b,47a,34.000000
29b,47b,37.000000
29b,48a,26.000000
29b,48b,32.000000
29b,49a,30.000000
29b,49b,22.000000
29b,4a,35.000000
29b,4b,26.000000
29b,50a,42.000000
29b,50b,25.000000
29b,51a,34.000000
29b,51b,28.000000
29b,52a,21.000000
29b,52b,25.000000
29b,53a,33.000000
29b,53b,26.000000
29b,54a,30.000000
29b,54b,24.000000
29b,55a,44.000000
29b,55b,44.000000
29b,56a,31.000000
29b,56b,32.000000
29b,57a,31.000000
29b,57b,38.000000
29b,58a,35.000000
29b,58b,31.000000
29b,59a,38.000000
29b,59b,48.000000
29b,5a,24.000000
29b,5b,27.000000
29b,60a,23.000000
29b,60b,30.000000
29b,61a,30.000000
29b,61b,39.000000
29b,62a,43.000000
29b,62b,21.000000
29b,63a,34.000000
29b,63b,42.000000
29b,64a,31.000000
29b,64b,40.000000
29b,65a,33.000000
29b,65b,88.000000
29b,66a,34.000000
29b,66b,30.000000
29b,67a,32.000000
29b,67b,25.000000
29b,68a,31.000000
29b,68b,30.000000
29b,69a,24.000000
29b,69b,35.000000
29b,6a,29.000000
29b,6b,25.000000
29b,70a,25.000000
29b,70b,20.000000
29b,71a,29.000000
29b,71b,25.000000
29b,72a,44.000000
29b,72b,25.000000
29b,73a,39.000000
29b,73b,31.000000
29b,74a,25.000000
29b,74b,34.000000
29b,75a,36.000000
29b,75b,31.000000
29b,76a,24.000000
29b,76b,18.000000
29b,77a,30.000000
29b,77b,70.000000
29b,78a,37.000000
29b,78b,30.000000
29b,79a,34.000000
29b,79b,22.000000
29b,7a,44.000000
29b,7b,38.000000
29b,80a,31.000000
29b,80b,30.000000
29b,81a,22.000000
29b,81b,25.000000
29b,82a,31.000000
29b,82b,25.000000
29b,83a,33.000000
29b,83b,25.000000
29b,84a,37.000000
29b,84b,28.000000
29b,85a,20.000000
29b,85b,34.000000
29b,86a,33.000000
29b,86b,34.000000
29b,87a,25.000000
29b,87b,21.000000
29b,88a,36.000000
29b,88b,35.000000
29b,89a,33.000000
29b,89b,25.000000
29b,8a,31.000000
29b,8b,27.000000
29b,90a,30.000000
29b,90b,33.000000
29b,91a,32.000000
29b,91b,25.000000
29b,92a,34.000000
29b,92b,25.000000
29b,93a,29.000000
29b,93b,18.000000
29b,94a,30.000000
29b,94b,39.000000
29b,95a,34.000000
29b,95b,34.000000
29b,96a,41.000000
29b,96b,22.000000
29b,97a,37.000000
29b,97b,31.000000
29b,98a,39.000000
29b,98b,34.000000
29b,99a,36.000000
29b,99b,27.000000
29b,9a,39.000000
29b,9b,25.000000
2a,2b,18.000000
2a,30a,24.000000
2a,30b,33.000000
2a,31a,24.000000
2a,31b,19.000000
2a,32a,18.000000
2a,32b,18.000000
2a,33a,17.000000
2a,33b,30.000000
2a,34a,22.000000
2a,34b,15.000000
2a,35a,23.000000
2a,35b,27.000000
2a,36a,29.000000
2a,36b,47.000000
2a,37a,32.000000
2a,37b,34.000000
2a,38a,19.000000
2a,38b,27.000000
2a,39a,28.000000
2a,39b,23.000000
2a,3a,34.000000
2a,3b,30.000000
2a,40a,25.000000
2a,40b,27.000000
2a,41a,27.000000
2a,41b,57.000000
2a,42a,20.000000
2a,42b,19.000000
2a,43a,20.000000
2a,43b,22.000000
2a,44a,18.000000
2a,44b,18.000000
2a,45a,26.000000
2a,45b,33.000000
2a,46a,28.000000
2a,46b,23.000000
2a,47a,17.000000
2a,47b,37.000000
2a,48a,21.000000
2a,48b,32.000000
2a,49a,20.000000
2a,49b,19.000000
2a,4a,26.000000
2a,4b,34.000000
2a,50a,26.000000
2a,50b,27.500000
2a,51a,26.000000
2a,51b,24.000000
2a,52a,30.000000
2a,52b,20.000000
2a,53a,29.000000
2a,53b,35.000000
2a,54a,19.000000
2a,54b,30.000000
2a,55a,37.000000
2a,55b,42.000000
2a,56a,32.000000
2a,56b,46.000000
2a,57a,29.000000
2a,57b,38.000000
2a,58a,19.000000
2a,58b,15.000000
2a,59a,35.000000
2a,59b,48.000000
2a,5a,35.000000
2a,5b,28.000000
2a,60a,25.000000
2a,60b,38.000000
2a,61a,38.000000
2a,61b,56.000000
2a,62a,31.000000
2a,62b,28.000000
2a,63a,38.000000
2a,63b,40.000000
2a,64a,15.000000
2a,64b,45.000000
2a,65a,31.000000
2a,65b,86.000000
2a,66a,20.000000
2a,66b,24.000000
2a,67a,28.000000
2a,67b,26.000000
2a,68a,18.000000
2a,68b,31.000000
2a,69a,19.000000
2a,69b,23.000000
2a,6a,29.000000
2a,6b,25.000000
2a,70a,24.000000
2a,70b,37.000000
2a,71a,26.000000
2a,71b,34.000000
2a,72a,46.000000
2a,72b,24.000000
2a,73a,23.000000
2a,73b,15.000000
2a,74a,20.000000
2a,74b,27.000000
2a,75a,37.000000
2a,75b,30.000000
2a,76a,16.000000
2a,76b,28.000000
2a,77a,25.000000
2a,77b,68.000000
2a,78a,29.000000
2a,78b,19.000000
2a,79a,19.000000
2a,79b,25.000000
2a,7a,32.000000
2a,7b,41.000000
2a,80a,21.000000
2a,80b,24.000000
2a,81a,28.000000
2a,81b,24.000000
2a,82a,26.000000
2a,82b,23.000000
2a,83a,21.000000
2a,83b,21.000000
2a,84a,31.000000
2a,84b,19.000000
2a,85a,24.000000
2a,85b,23.000000
2a,86a,23.000000
2a,86b,23.000000
2a,87a,39.000000
2a,87b,34.000000
2a,88a,24.000000
2a,88b,44.000000
2a,89a,16.000000
2a,89b,27.000000
2a,8a,17.000000
2a,8b,35.000000
2a,90a,37.000000
2a,90b,31.000000
2a,91a,21.000000
2a,91b,17.000000
2a,92a,16.000000
2a,92b,21.000000
2a,93a,20.000000
2a,93b,32.000000
2a,94a,24.000000
2a,94b,23.000000
2a,95a,18.000000
2a,95b,42.000000
2a,96a,53.000000
2a,96b,21.000000
2a,97a,25.000000
2a,97b,23.000000
2a,98a,40.000000
2a,98b,24.000000
2a,99a,27.000000
2a,99b,27.000000
2a,9a,27.000000
2a,9b,16.000000
2b,30a,26.000000
2b,30b,35.000000
2b,31a,26.000000
2b,31b,19.000000
2b,32a,18.000000
2b,32b,18.000000
2b,33a,18.000000
2b,33b,29.000000
2b,34a,18.000000
2b,34b,13.000000
2b,35a,22.000000
2b,35b,25.000000
2b,36a,32.000000
2b,36b,40.000000
2b,37a,27.000000
2b,37b,27.000000
2b,38a,19.000000
2b,38b,23.000000
2b,39a,25.000000
2b,39b,25.000000
2b,3a,32.000000
2b,3b,29.000000
2b,40a,21.000000
2b,40b,23.000000
2b,41a,24.000000
2b,41b,55.000000
2b,42a,20.000000
2b,42b,18.000000
2b,43a,20.000000
2b,43b,18.000000
2b,44a,19.000000
2b,44b,28.000000
2b,45a,17.000000
2b,45b,26.000000
2b,46a,25.000000
2b,46b,28.000000
2b,47a,17.000000
2b,47b,35.000000
2b,48a,19.000000
2b,48b,29.000000
2b,49a,17.000000
2b,49b,18.000000
2b,4a,20.000000
