Barcode 1,Barcode 2,Distância Bottleneck
38b,89a,29.000000
38b,89b,28.000000
38b,8a,24.000000
38b,8b,32.000000
38b,90a,34.000000
38b,90b,37.000000
38b,91a,27.000000
38b,91b,29.000000
38b,92a,30.000000
38b,92b,23.000000
38b,93a,29.000000
38b,93b,22.000000
38b,94a,26.000000
38b,94b,38.000000
38b,95a,28.000000
38b,95b,41.000000
38b,96a,49.000000
38b,96b,26.000000
38b,97a,32.000000
38b,97b,25.000000
38b,98a,44.000000
38b,98b,24.000000
38b,99a,30.000000
38b,99b,26.000000
38b,9a,36.000000
38b,9b,24.000000
39a,39b,44.000000
39a,3a,29.000000
39a,3b,30.000000
39a,40a,25.000000
39a,40b,28.000000
39a,41a,34.000000
39a,41b,58.000000
39a,42a,33.000000
39a,42b,26.000000
39a,43a,16.000000
39a,43b,26.000000
39a,44a,20.000000
39a,44b,24.000000
39a,45a,21.000000
39a,45b,26.000000
39a,46a,14.000000
39a,46b,19.000000
39a,47a,39.000000
39a,47b,28.000000
39a,48a,22.000000
39a,48b,27.000000
39a,49a,41.000000
39a,49b,34.000000
39a,4a,28.000000
39a,4b,30.500000
39a,50a,16.000000
39a,50b,21.000000
39a,51a,21.000000
39a,51b,26.000000
39a,52a,29.000000
39a,52b,20.000000
39a,53a,23.000000
39a,53b,31.000000
39a,54a,27.000000
39a,54b,52.000000
39a,55a,30.000000
39a,55b,29.000000
39a,56a,39.000000
39a,56b,42.000000
39a,57a,20.000000
39a,57b,41.000000
39a,58a,24.000000
39a,58b,26.000000
39a,59a,39.000000
39a,59b,47.000000
39a,5a,41.000000
39a,5b,32.000000
39a,60a,24.000000
39a,60b,41.000000
39a,61a,28.000000
39a,61b,29.000000
39a,62a,19.000000
39a,62b,27.000000
39a,63a,30.000000
39a,63b,36.000000
39a,64a,29.000000
39a,64b,47.000000
39a,65a,36.000000
39a,65b,79.000000
39a,66a,22.000000
39a,66b,20.000000
39a,67a,32.000000
39a,67b,25.000000
39a,68a,45.000000
39a,68b,34.000000
39a,69a,29.000000
39a,69b,23.000000
39a,6a,26.000000
39a,6b,38.000000
39a,70a,22.000000
39a,70b,32.000000
39a,71a,37.000000
39a,71b,32.000000
39a,72a,23.000000
39a,72b,28.000000
39a,73a,27.000000
39a,73b,19.000000
39a,74a,27.000000
39a,74b,21.000000
39a,75a,27.000000
39a,75b,37.000000
39a,76a,44.000000
39a,76b,35.000000
39a,77a,18.000000
39a,77b,70.000000
39a,78a,16.000000
39a,78b,26.000000
39a,79a,24.000000
39a,79b,32.000000
39a,7a,25.000000
39a,7b,46.000000
39a,80a,18.000000
39a,80b,23.000000
39a,81a,27.000000
39a,81b,22.000000
39a,82a,19.000000
39a,82b,25.000000
39a,83a,17.000000
39a,83b,49.000000
39a,84a,21.000000
39a,84b,21.000000
39a,85a,39.000000
39a,85b,28.000000
39a,86a,24.000000
39a,86b,29.000000
39a,87a,22.000000
39a,87b,35.000000
39a,88a,24.000000
39a,88b,31.000000
39a,89a,30.000000
39a,89b,29.000000
39a,8a,23.000000
39a,8b,32.000000
39a,90a,37.000000
39a,90b,33.000000
39a,91a,33.000000
39a,91b,27.000000
39a,92a,20.000000
39a,92b,31.000000
39a,93a,35.000000
39a,93b,25.000000
39a,94a,15.000000
39a,94b,17.000000
39a,95a,26.000000
39a,95b,32.000000
39a,96a,25.000000
39a,96b,36.000000
39a,97a,21.000000
39a,97b,42.000000
39a,98a,39.000000
39a,98b,48.000000
39a,99a,22.000000
39a,99b,25.000000
39a,9a,29.000000
39a,9b,24.000000
39b,3a,37.000000
39b,3b,38.000000
39b,40a,29.000000
39b,40b,31.000000
39b,41a,29.000000
39b,41b,61.000000
39b,42a,22.000000
39b,42b,29.000000
39b,43a,36.000000
39b,43b,27.000000
39b,44a,25.000000
39b,44b,20.000000
39b,45a,29.000000
39b,45b,26.000000
39b,46a,44.000000
39b,46b,32.000000
39b,47a,21.000000
39b,47b,41.000000
39b,48a,30.000000
39b,48b,40.000000
39b,49a,26.000000
39b,49b,27.000000
39b,4a,39.000000
39b,4b,41.000000
39b,50a,38.000000
39b,50b,28.000000
39b,51a,36.000000
39b,51b,32.000000
39b,52a,21.000000
39b,52b,28.000000
39b,53a,29.000000
39b,53b,28.000000
39b,54a,27.000000
39b,54b,27.000000
39b,55a,46.000000
39b,55b,50.000000
39b,56a,35.000000
39b,56b,43.000000
39b,57a,37.000000
39b,57b,43.000000
39b,58a,29.000000
39b,58b,22.000000
39b,59a,42.000000
39b,59b,48.000000
39b,5a,32.000000
39b,5b,29.000000
39b,60a,32.000000
39b,60b,40.000000
39b,61a,34.000000
39b,61b,56.000000
39b,62a,45.000000
39b,62b,20.000000
39b,63a,37.000000
39b,63b,48.000000
39b,64a,24.000000
39b,64b,50.000000
39b,65a,40.000000
39b,65b,87.000000
39b,66a,28.000000
39b,66b,29.000000
39b,67a,25.000000
39b,67b,24.000000
39b,68a,20.000000
39b,68b,24.000000
39b,69a,27.000000
39b,69b,39.000000
39b,6a,25.000000
39b,6b,25.000000
39b,70a,28.000000
39b,70b,45.000000
39b,71a,27.000000
39b,71b,42.000000
39b,72a,54.000000
39b,72b,27.000000
39b,73a,31.000000
39b,73b,30.000000
39b,74a,21.000000
39b,74b,38.000000
39b,75a,40.000000
39b,75b,35.000000
39b,76a,22.000000
39b,76b,23.000000
39b,77a,34.000000
39b,77b,63.000000
39b,78a,39.000000
39b,78b,25.000000
39b,79a,35.000000
39b,79b,25.000000
39b,7a,46.000000
39b,7b,34.000000
39b,80a,33.000000
39b,80b,34.000000
39b,81a,21.000000
39b,81b,28.000000
39b,82a,29.000000
39b,82b,29.000000
39b,83a,37.000000
39b,83b,23.000000
39b,84a,41.000000
39b,84b,29.000000
39b,85a,26.000000
39b,85b,37.000000
39b,86a,26.000000
39b,86b,25.000000
39b,87a,47.000000
39b,87b,35.000000
39b,88a,40.000000
39b,88b,32.000000
39b,89a,24.000000
39b,89b,24.000000
39b,8a,23.000000
39b,8b,36.000000
39b,90a,39.000000
39b,90b,32.000000
39b,91a,28.000000
39b,91b,29.000000
39b,92a,29.000000
39b,92b,27.000000
39b,93a,21.000000
39b,93b,27.000000
39b,94a,31.000000
39b,94b,32.000000
39b,95a,30.000000
39b,95b,43.000000
39b,96a,61.000000
39b,96b,27.000000
39b,97a,40.000000
39b,97b,19.000000
39b,98a,44.000000
39b,98b,27.000000
39b,99a,38.000000
39b,99b,31.000000
39b,9a,43.000000
39b,9b,29.000000
3a,3b,25.000000
3a,40a,34.000000
3a,40b,27.000000
3a,41a,31.000000
3a,41b,40.000000
3a,42a,28.000000
3a,42b,35.000000
3a,43a,31.000000
3a,43b,27.000000
3a,44a,32.000000
3a,44b,28.000000
3a,45a,32.000000
3a,45b,23.000000
3a,46a,37.000000
3a,46b,32.000000
3a,47a,35.000000
3a,47b,36.000000
3a,48a,33.000000
3a,48b,35.000000
3a,49a,34.000000
3a,49b,30.000000
3a,4a,28.000000
3a,4b,26.000000
3a,50a,31.000000
3a,50b,27.000000
3a,51a,29.000000
3a,51b,27.000000
3a,52a,26.000000
3a,52b,29.000000
3a,53a,21.000000
3a,53b,30.000000
3a,54a,30.000000
3a,54b,46.000000
3a,55a,36.000000
3a,55b,33.000000
3a,56a,32.000000
3a,56b,33.000000
3a,57a,28.000000
3a,57b,34.000000
3a,58a,36.000000
3a,58b,36.000000
3a,59a,39.000000
3a,59b,39.000000
3a,5a,36.000000
3a,5b,30.000000
3a,60a,25.000000
3a,60b,30.000000
3a,61a,21.000000
3a,61b,36.000000
3a,62a,36.000000
3a,62b,31.000000
3a,63a,21.000000
3a,63b,32.000000
3a,64a,34.000000
3a,64b,41.000000
3a,65a,32.000000
3a,65b,87.000000
3a,66a,33.000000
3a,66b,26.000000
3a,67a,31.000000
3a,67b,32.000000
3a,68a,38.000000
3a,68b,30.000000
3a,69a,37.000000
3a,69b,32.000000
3a,6a,28.000000
3a,6b,33.000000
3a,70a,27.000000
3a,70b,26.000000
3a,71a,34.000000
3a,71b,33.000000
3a,72a,25.000000
3a,72b,28.000000
3a,73a,26.000000
3a,73b,31.000000
3a,74a,34.000000
3a,74b,28.000000
3a,75a,35.000000
3a,75b,30.000000
3a,76a,37.000000
3a,76b,32.000000
3a,77a,23.000000
3a,77b,74.000000
3a,78a,29.000000
3a,78b,32.000000
3a,79a,30.000000
3a,79b,37.000000
3a,7a,31.000000
3a,7b,40.000000
3a,80a,30.000000
3a,80b,25.000000
3a,81a,28.000000
3a,81b,22.000000
3a,82a,29.000000
3a,82b,31.000000
3a,83a,33.000000
3a,83b,42.000000
3a,84a,20.000000
3a,84b,29.000000
3a,85a,32.000000
3a,85b,37.000000
3a,86a,31.000000
3a,86b,31.000000
3a,87a,29.000000
3a,87b,26.000000
3a,88a,33.000000
3a,88b,39.000000
3a,89a,36.000000
3a,89b,26.000000
3a,8a,31.000000
3a,8b,29.000000
3a,90a,30.000000
3a,90b,32.000000
3a,91a,32.000000
3a,91b,31.000000
3a,92a,35.000000
3a,92b,24.000000
3a,93a,33.000000
3a,93b,19.000000
3a,94a,31.000000
3a,94b,36.000000
3a,95a,34.000000
3a,95b,41.000000
3a,96a,32.000000
3a,96b,36.000000
3a,97a,34.000000
3a,97b,35.000000
3a,98a,34.000000
3a,98b,41.000000
3a,99a,36.000000
3a,99b,19.000000
3a,9a,35.000000
3a,9b,35.000000
3b,40a,24.000000
3b,40b,22.000000
3b,41a,30.000000
3b,41b,38.000000
3b,42a,29.000000
3b,42b,21.000000
3b,43a,27.000000
3b,43b,22.000000
3b,44a,28.000000
3b,44b,27.000000
3b,45a,28.000000
3b,45b,27.000000
3b,46a,33.500000
3b,46b,29.000000
3b,47a,33.000000
3b,47b,26.000000
3b,48a,28.000000
3b,48b,26.000000
3b,49a,35.000000
3b,49b,28.000000
3b,4a,24.000000
3b,4b,23.000000
3b,50a,30.000000
3b,50b,25.000000
3b,51a,31.500000
3b,51b,23.000000
3b,52a,29.000000
3b,52b,21.000000
3b,53a,24.000000
3b,53b,23.000000
3b,54a,30.000000
3b,54b,46.000000
3b,55a,29.000000
3b,55b,26.000000
3b,56a,33.000000
3b,56b,25.000000
3b,57a,26.000000
3b,57b,25.000000
3b,58a,30.000000
3b,58b,33.000000
3b,59a,37.000000
3b,59b,43.000000
3b,5a,37.000000
3b,5b,28.000000
3b,60a,26.000000
3b,60b,19.000000
3b,61a,26.000000
3b,61b,34.000000
3b,62a,32.000000
3b,62b,30.000000
3b,63a,27.000000
3b,63b,31.000000
3b,64a,30.000000
3b,64b,32.000000
3b,65a,35.000000
3b,65b,86.000000
3b,66a,28.000000
3b,66b,27.000000
3b,67a,31.000000
3b,67b,29.000000
3b,68a,39.000000
3b,68b,31.000000
3b,69a,29.000000
3b,69b,27.000000
3b,6a,32.000000
3b,6b,32.000000
3b,70a,27.000000
3b,70b,31.000000
3b,71a,31.000000
3b,71b,24.000000
3b,72a,29.000000
3b,72b,27.000000
3b,73a,23.000000
3b,73b,26.000000
3b,74a,28.000000
3b,74b,30.000000
3b,75a,36.000000
3b,75b,26.000000
3b,76a,38.000000
3b,76b,36.000000
3b,77a,25.000000
3b,77b,70.000000
3b,78a,29.000000
3b,78b,25.000000
3b,79a,30.000000
3b,79b,26.000000
3b,7a,30.000000
3b,7b,43.000000
3b,80a,28.000000
3b,80b,18.000000
3b,81a,29.000000
3b,81b,30.000000
3b,82a,29.000000
3b,82b,26.000000
3b,83a,30.000000
3b,83b,43.000000
3b,84a,31.500000
3b,84b,26.000000
3b,85a,33.000000
3b,85b,31.000000
3b,86a,31.000000
3b,86b,30.000000
3b,87a,29.000000
3b,87b,27.000000
3b,88a,31.000000
3b,88b,38.000000
3b,89a,33.000000
3b,89b,24.000000
3b,8a,28.000000
3b,8b,22.000000
3b,90a,29.000000
3b,90b,31.000000
3b,91a,29.000000
3b,91b,30.000000
3b,92a,33.000000
3b,92b,25.000000
3b,93a,30.000000
3b,93b,26.000000
3b,94a,28.000000
3b,94b,31.000000
3b,95a,28.000000
3b,95b,41.000000
3b,96a,31.000000
3b,96b,30.000000
3b,97a,31.000000
3b,97b,36.000000
3b,98a,42.000000
3b,98b,44.000000
3b,99a,26.000000
3b,99b,28.000000
3b,9a,32.000000
3b,9b,25.000000
40a,40b,29.000000
40a,41a,23.000000
40a,41b,49.000000
40a,42a,26.000000
40a,42b,30.000000
40a,43a,28.000000
40a,43b,27.000000
40a,44a,24.000000
40a,44b,26.000000
40a,45a,24.000000
40a,45b,25.000000
40a,46a,27.000000
40a,46b,24.000000
40a,47a,32.000000
40a,47b,36.000000
40a,48a,24.000000
40a,48b,32.000000
40a,49a,34.000000
40a,49b,29.000000
40a,4a,29.000000
40a,4b,30.000000
40a,50a,39.000000
40a,50b,30.000000
40a,51a,27.000000
40a,51b,25.500000
40a,52a,27.000000
40a,52b,28.000000
40a,53a,30.000000
40a,53b,31.000000
40a,54a,27.000000
40a,54b,44.000000
40a,55a,26.000000
40a,55b,25.000000
40a,56a,32.000000
40a,56b,35.000000
40a,57a,27.000000
40a,57b,36.000000
40a,58a,32.000000
40a,58b,30.000000
40a,59a,27.000000
40a,59b,41.000000
40a,5a,25.000000
40a,5b,25.000000
40a,60a,25.500000
40a,60b,29.000000
40a,61a,28.000000
40a,61b,41.000000
40a,62a,29.000000
40a,62b,30.000000
40a,63a,39.000000
40a,63b,32.000000
40a,64a,27.000000
40a,64b,44.000000
40a,65a,29.000000
40a,65b,87.000000
40a,66a,33.000000
40a,66b,30.000000
40a,67a,26.000000
40a,67b,28.000000
40a,68a,38.000000
40a,68b,34.000000
40a,69a,27.000000
40a,69b,30.000000
40a,6a,26.000000
40a,6b,31.000000
40a,70a,29.000000
40a,70b,27.000000
40a,71a,30.000000
40a,71b,25.000000
40a,72a,28.000000
40a,72b,30.000000
40a,73a,36.000000
40a,73b,26.000000
40a,74a,29.000000
40a,74b,29.000000
40a,75a,18.000000
40a,75b,25.000000
40a,76a,37.000000
40a,76b,23.000000
40a,77a,26.000000
40a,77b,61.000000
40a,78a,24.000000
40a,78b,30.000000
40a,79a,28.000000
40a,79b,30.000000
40a,7a,36.000000
40a,7b,34.000000
40a,80a,28.000000
40a,80b,25.000000
40a,81a,26.000000
40a,81b,27.000000
40a,82a,29.000000
40a,82b,24.000000
40a,83a,27.000000
40a,83b,30.000000
40a,84a,28.000000
40a,84b,30.000000
40a,85a,32.000000
40a,85b,30.000000
40a,86a,27.000000
40a,86b,29.000000
40a,87a,28.000000
40a,87b,26.000000
40a,88a,30.000000
40a,88b,36.000000
40a,89a,27.000000
40a,89b,25.000000
40a,8a,28.000000
40a,8b,33.000000
40a,90a,31.000000
40a,90b,35.000000
40a,91a,26.000000
40a,91b,25.000000
40a,92a,30.000000
40a,92b,29.000000
40a,93a,28.000000
40a,93b,24.000000
40a,94a,24.000000
40a,94b,36.000000
40a,95a,31.000000
40a,95b,28.000000
40a,96a,32.000000
40a,96b,29.000000
40a,97a,30.000000
40a,97b,35.000000
40a,98a,24.000000
40a,98b,41.000000
40a,99a,29.000000
40a,99b,30.000000
40a,9a,30.000000
40a,9b,28.000000
40b,41a,26.000000
40b,41b,53.000000
40b,42a,28.000000
40b,42b,27.000000
40b,43a,27.000000
40b,43b,27.000000
40b,44a,26.000000
40b,44b,25.000000
40b,45a,28.000000
40b,45b,30.500000
40b,46a,29.000000
40b,46b,30.000000
40b,47a,29.000000
40b,47b,33.000000
40b,48a,29.000000
40b,48b,30.000000
40b,49a,28.000000
40b,49b,22.000000
40b,4a,24.000000
40b,4b,30.000000
40b,50a,28.000000
40b,50b,29.000000
40b,51a,29.000000
40b,51b,29.000000
40b,52a,27.000000
40b,52b,23.000000
40b,53a,26.000000
40b,53b,22.000000
40b,54a,28.000000
40b,54b,39.000000
40b,55a,27.000000
40b,55b,27.000000
40b,56a,31.000000
40b,56b,30.000000
40b,57a,28.000000
40b,57b,24.000000
40b,58a,30.000000
40b,58b,30.500000
40b,59a,36.000000
40b,59b,42.000000
40b,5a,31.000000
40b,5b,23.500000
40b,60a,24.000000
40b,60b,31.000000
40b,61a,30.000000
40b,61b,41.000000
40b,62a,30.500000
40b,62b,29.000000
40b,63a,27.000000
40b,63b,30.000000
40b,64a,29.000000
40b,64b,35.000000
40b,65a,26.000000
40b,65b,68.000000
40b,66a,28.000000
40b,66b,22.000000
40b,67a,30.000000
40b,67b,31.000000
40b,68a,32.000000
40b,68b,27.000000
40b,69a,24.000000
40b,69b,24.000000
40b,6a,30.000000
40b,6b,27.000000
40b,70a,29.000000
40b,70b,25.000000
40b,71a,28.000000
40b,71b,30.000000
40b,72a,31.000000
40b,72b,26.000000
40b,73a,25.000000
40b,73b,23.000000
40b,74a,28.000000
40b,74b,30.000000
40b,75a,35.000000
40b,75b,29.000000
40b,76a,31.000000
40b,76b,29.000000
40b,77a,26.000000
40b,77b,65.000000
40b,78a,30.000000
40b,78b,24.000000
40b,79a,28.000000
40b,79b,23.000000
40b,7a,26.000000
40b,7b,43.000000
40b,80a,23.000000
40b,80b,26.000000
40b,81a,27.000000
40b,81b,25.000000
40b,82a,26.000000
40b,82b,26.000000
40b,83a,24.000000
40b,83b,36.000000
40b,84a,28.000000
40b,84b,30.000000
40b,85a,26.000000
40b,85b,26.000000
40b,86a,28.000000
40b,86b,28.000000
40b,87a,27.000000
40b,87b,31.000000
40b,88a,30.500000
40b,88b,30.000000
40b,89a,24.000000
40b,89b,22.000000
40b,8a,17.000000
40b,8b,19.000000
40b,90a,30.000000
40b,90b,28.000000
40b,91a,26.000000
40b,91b,30.000000
40b,92a,28.000000
40b,92b,26.000000
40b,93a,30.000000
40b,93b,30.000000
40b,94a,30.500000
40b,94b,30.000000
40b,95a,30.000000
40b,95b,42.000000
40b,96a,38.000000
40b,96b,23.000000
40b,97a,22.000000
40b,97b,29.000000
40b,98a,36.000000
40b,98b,38.000000
40b,99a,25.000000
40b,99b,25.000000
40b,9a,30.500000
40b,9b,30.000000
41a,41b,52.000000
41a,42a,24.000000
41a,42b,27.000000
41a,43a,29.000000
41a,43b,19.000000
41a,44a,29.000000
41a,44b,29.000000
41a,45a,24.000000
41a,45b,26.000000
41a,46a,34.000000
41a,46b,33.000000
41a,47a,33.000000
41a,47b,30.000000
41a,48a,27.000000
41a,48b,21.500000
41a,49a,27.000000
41a,49b,19.000000
41a,4a,25.000000
41a,4b,20.000000
41a,50a,30.000000
41a,50b,25.000000
41a,51a,32.000000
41a,51b,23.000000
41a,52a,23.000000
41a,52b,24.000000
41a,53a,26.000000
41a,53b,23.000000
41a,54a,27.000000
41a,54b,37.000000
41a,55a,31.000000
41a,55b,29.000000
41a,56a,25.000000
41a,56b,25.000000
41a,57a,32.000000
41a,57b,26.000000
41a,58a,32.000000
41a,58b,28.000000
41a,59a,28.000000
41a,59b,42.000000
41a,5a,24.000000
41a,5b,22.000000
41a,60a,26.000000
41a,60b,20.000000
41a,61a,22.000000
41a,61b,35.000000
41a,62a,30.000000
41a,62b,24.000000
41a,63a,28.000000
41a,63b,31.000000
41a,64a,32.000000
41a,64b,35.000000
41a,65a,32.000000
41a,65b,87.000000
41a,66a,32.000000
41a,66b,33.000000
41a,67a,31.000000
41a,67b,29.000000
41a,68a,30.000000
41a,68b,27.000000
41a,69a,28.000000
41a,69b,27.000000
41a,6a,24.000000
41a,6b,23.000000
41a,70a,24.000000
41a,70b,24.000000
41a,71a,25.000000
41a,71b,20.000000
41a,72a,33.000000
41a,72b,20.000000
41a,73a,29.000000
41a,73b,29.000000
41a,74a,20.000000
41a,74b,22.000000
41a,75a,35.000000
41a,75b,20.000000
41a,76a,29.000000
41a,76b,22.000000
41a,77a,28.000000
41a,77b,71.000000
41a,78a,21.000000
41a,78b,24.000000
41a,79a,32.000000
41a,79b,19.000000
41a,7a,31.000000
41a,7b,34.000000
41a,80a,23.000000
41a,80b,25.000000
41a,81a,32.000000
41a,81b,29.000000
41a,82a,27.000000
41a,82b,24.000000
41a,83a,26.000000
41a,83b,34.000000
41a,84a,29.000000
41a,84b,24.000000
41a,85a,33.000000
41a,85b,33.000000
41a,86a,34.000000
41a,86b,34.000000
41a,87a,24.000000
41a,87b,19.000000
41a,88a,34.000000
41a,88b,30.000000
41a,89a,31.000000
41a,89b,23.000000
41a,8a,32.000000
41a,8b,23.000000
41a,90a,27.000000
41a,90b,32.000000
41a,91a,33.000000
41a,91b,23.000000
41a,92a,33.000000
41a,92b,21.000000
41a,93a,30.000000
41a,93b,21.000000
41a,94a,26.000000
41a,94b,27.000000
41a,95a,24.000000
41a,95b,41.000000
41a,96a,40.000000
41a,96b,25.000000
41a,97a,33.000000
41a,97b,29.000000
41a,98a,35.000000
41a,98b,33.000000
41a,99a,22.000000
41a,99b,27.000000
41a,9a,31.000000
41a,9b,22.000000
41b,42a,60.000000
41b,42b,54.000000
41b,43a,56.000000
41b,43b,50.000000
41b,44a,58.000000
41b,44b,59.000000
41b,45a,54.000000
41b,45b,58.000000
41b,46a,58.000000
41b,46b,59.000000
41b,47a,64.000000
41b,47b,45.500000
41b,48a,55.000000
41b,48b,43.000000
41b,49a,59.000000
41b,49b,59.000000
41b,4a,53.000000
41b,4b,44.000000
41b,50a,60.000000
41b,50b,47.000000
41b,51a,61.000000
41b,51b,53.000000
41b,52a,57.000000
41b,52b,45.000000
41b,53a,51.000000
41b,53b,43.000000
41b,54a,57.000000
41b,54b,63.000000
41b,55a,60.000000
41b,55b,45.000000
41b,56a,56.000000
41b,56b,43.000000
41b,57a,59.000000
41b,57b,44.000000
41b,58a,58.000000
41b,58b,58.000000
41b,59a,59.000000
41b,59b,26.000000
41b,5a,44.000000
41b,5b,50.000000
41b,60a,51.000000
41b,60b,45.000000
41b,61a,53.000000
41b,61b,41.000000
41b,62a,60.000000
41b,62b,60.000000
41b,63a,43.000000
41b,63b,42.000000
41b,64a,60.000000
41b,64b,45.000000
41b,65a,60.000000
41b,65b,48.000000
41b,66a,52.000000
41b,66b,58.000000
41b,67a,60.000000
41b,67b,59.000000
41b,68a,62.000000
41b,68b,59.000000
41b,69a,60.500000
41b,69b,55.000000
41b,6a,51.000000
41b,6b,47.000000
41b,70a,52.000000
41b,70b,52.000000
41b,71a,56.000000
41b,71b,45.000000
41b,72a,56.000000
41b,72b,55.000000
41b,73a,49.000000
41b,73b,56.000000
41b,74a,54.000000
41b,74b,45.000000
41b,75a,52.000000
41b,75b,53.000000
41b,76a,56.000000
41b,76b,50.000000
41b,77a,52.000000
41b,77b,49.000000
41b,78a,53.000000
41b,78b,51.000000
41b,79a,62.000000
41b,79b,56.000000
41b,7a,57.000000
41b,7b,52.000000
41b,80a,47.000000
41b,80b,47.000000
41b,81a,53.000000
41b,81b,57.000000
41b,82a,58.000000
41b,82b,50.000000
41b,83a,59.000000
41b,83b,62.000000
41b,84a,60.000000
41b,84b,55.000000
41b,85a,59.000000
41b,85b,63.500000
41b,86a,61.000000
41b,86b,63.000000
41b,87a,54.000000
41b,87b,50.000000
41b,88a,60.000000
41b,88b,45.000000
41b,89a,55.000000
41b,89b,51.000000
41b,8a,60.000000
41b,8b,46.000000
41b,90a,36.000000
41b,90b,42.000000
41b,91a,58.000000
41b,91b,55.000000
41b,92a,59.000000
41b,92b,54.000000
41b,93a,60.000000
41b,93b,55.000000
41b,94a,58.000000
41b,94b,54.000000
41b,95a,54.000000
41b,95b,58.000000
41b,96a,56.000000
41b,96b,57.000000
41b,97a,58.000000
41b,97b,60.000000
41b,98a,55.000000
41b,98b,62.000000
41b,99a,54.000000
41b,99b,53.000000
41b,9a,62.000000
41b,9b,55.000000
42a,42b,18.000000
42a,43a,25.000000
42a,43b,21.000000
42a,44a,24.000000
42a,44b,22.000000
42a,45a,21.000000
42a,45b,27.000000
42a,46a,33.000000
42a,46b,23.000000
42a,47a,25.000000
42a,47b,41.000000
42a,48a,20.000000
42a,48b,37.000000
42a,49a,20.000000
42a,49b,22.000000
42a,4a,28.000000
42a,4b,38.000000
42a,50a,33.000000
42a,50b,26.000000
42a,51a,31.000000
42a,51b,21.000000
42a,52a,28.000000
42a,52b,19.000000
42a,53a,29.000000
42a,53b,34.000000
42a,54a,18.000000
42a,54b,23.000000
42a,55a,42.000000
42a,55b,47.000000
42a,56a,24.000000
42a,56b,32.000000
42a,57a,34.000000
42a,57b,33.000000
42a,58a,26.000000
42a,58b,23.000000
42a,59a,40.000000
42a,59b,51.000000
42a,5a,37.000000
42a,5b,27.000000
42a,60a,29.000000
42a,60b,23.000000
42a,61a,35.000000
42a,61b,42.000000
42a,62a,36.000000
42a,62b,29.000000
42a,63a,33.000000
42a,63b,45.000000
42a,64a,24.000000
42a,64b,40.000000
42a,65a,42.000000
42a,65b,93.000000
42a,66a,27.000000
42a,66b,23.000000
42a,67a,22.000000
42a,67b,26.000000
42a,68a,25.000000
42a,68b,24.000000
42a,69a,22.000000
42a,69b,28.000000
42a,6a,23.000000
42a,6b,26.000000
42a,70a,22.000000
42a,70b,31.000000
42a,71a,16.000000
42a,71b,30.000000
42a,72a,51.000000
42a,72b,22.000000
42a,73a,30.000000
42a,73b,19.000000
42a,74a,19.000000
42a,74b,27.000000
42a,75a,29.000000
42a,75b,24.000000
42a,76a,17.000000
42a,76b,22.000000
42a,77a,23.000000
42a,77b,60.000000
42a,78a,34.000000
42a,78b,24.000000
42a,79a,26.000000
42a,79b,19.000000
42a,7a,38.000000
42a,7b,46.000000
42a,80a,22.000000
42a,80b,23.000000
42a,81a,29.000000
42a,81b,23.000000
42a,82a,22.000000
42a,82b,16.000000
42a,83a,26.000000
42a,83b,22.000000
42a,84a,30.000000
42a,84b,21.000000
42a,85a,28.000000
42a,85b,26.000000
42a,86a,23.000000
42a,86b,25.000000
42a,87a,35.000000
42a,87b,22.000000
42a,88a,29.000000
42a,88b,38.000000
42a,89a,21.000000
42a,89b,19.000000
42a,8a,22.000000
42a,8b,30.000000
42a,90a,31.000000
42a,90b,38.000000
42a,91a,24.000000
42a,91b,26.000000
42a,92a,26.000000
42a,92b,22.000000
42a,93a,25.000000
42a,93b,25.000000
42a,94a,22.000000
42a,94b,30.000000
42a,95a,27.000000
42a,95b,33.000000
42a,96a,56.000000
42a,96b,27.000000
42a,97a,30.000000
42a,97b,22.000000
42a,98a,41.000000
42a,98b,23.000000
42a,99a,32.000000
42a,99b,22.000000
42a,9a,32.000000
42a,9b,20.000000
42b,43a,31.000000
42b,43b,17.000000
42b,44a,18.000000
42b,44b,24.000000
42b,45a,25.000000
42b,45b,30.000000
42b,46a,21.000000
42b,46b,27.000000
42b,47a,24.000000
42b,47b,31.000000
42b,48a,13.000000
42b,48b,35.000000
42b,49a,26.000000
42b,49b,19.000000
42b,4a,17.000000
42b,4b,32.000000
42b,50a,40.000000
42b,50b,29.000000
42b,51a,16.000000
42b,51b,16.000000
42b,52a,20.000000
42b,52b,14.000000
42b,53a,33.000000
42b,53b,28.000000
42b,54a,24.000000
42b,54b,37.000000
42b,55a,24.000000
42b,55b,33.000000
42b,56a,35.000000
42b,56b,42.000000
42b,57a,19.000000
42b,57b,38.000000
42b,58a,33.000000
42b,58b,23.500000
42b,59a,29.000000
42b,59b,45.000000
42b,5a,35.000000
42b,5b,24.000000
42b,60a,26.000000
42b,60b,32.000000
42b,61a,30.000000
42b,61b,43.000000
42b,62a,23.500000
42b,62b,23.000000
42b,63a,32.000000
42b,63b,34.000000
42b,64a,21.000000
42b,64b,45.000000
42b,65a,38.000000
42b,65b,92.000000
42b,66a,32.000000
42b,66b,14.000000
42b,67a,26.000000
42b,67b,23.000000
42b,68a,30.000000
42b,68b,28.000000
42b,69a,20.000000
42b,69b,16.000000
42b,6a,27.000000
42b,6b,23.000000
42b,70a,18.000000
42b,70b,31.000000
42b,71a,27.000000
42b,71b,29.000000
42b,72a,33.000000
